,ID,Zip.1,LifeOrientation.10,CFC.Future.5,CFC.Immediate.5,b5_conscientious,b5_negemotion,b5_agreeable,b5_extroversion,SoPA.9,SoNA.9,Age.1,Education.1,Wealth.6,Dospert,ContactsMask.6,TimeRiskyFriend.3,Vaccine.6,WillingnessNeigh.6,WillingnessCountry.6,Fundamental1.2.6,Fundamental_af,ConcernCovid.6,Finished.10,PoliticalOrientation.1,Optimistic1.2,Optimistic2.2,Optimistic3.2,Optimistic4.2,Optimistic5.2,Optimistic1.6,Optimistic2.6,Optimistic3.6,Optimistic4.6,Optimistic5.6,Optimistic6.6,Optimistic7.6,Optimistic8.6,Sex.1,Optimistic9.6,PositiveRightNow2.9,PositiveWorld1.9,PositiveWorld2.9,PositiveWorld3.9,PositiveWorld4.9,PositiveWorld5.9,PositiveWorld6.9,PositiveWorld8.9,PositiveWorld9.9,PositiveRightNow1.9,PositiveLife1.9,PositiveLife2.9,PositiveLife3.9,PositiveLife4.9,PositiveLife5.9,PositiveLife6.9,LifeExpectancy.9,Age.1
360,360,20814.0,13.5,41.0,23.0,4.5,3.25,4.0,2.5,4.666666667,1.0,52.0,6.0,7.0,7.0,5.0,1.0,7.0,6.0,4.0,5.0,6.0,5.0,1.0,4.0,5.0,4.0,4.0,2.0,2.0,51.0,51.0,54.0,58.0,70.0,82.0,82.0,76.0,2.0,73.0,71.0,52.0,56.0,55.0,56.0,57.0,58.0,58.0,60.0,81.0,60.0,82.0,82.0,72.0,0.0,0.0,86.0,52.0
361,361,89410.0,12,45.0,19.0,5.0,1.25,3.5,2.25,5.333333333,1.857142857,51.0,3.0,2.666666667,21.0,5.0,1.0,7.0,1.0,1.0,7.0,14.0,6.0,1.0,3.5,4.0,4.0,4.0,3.0,1.0,10.0,10.0,20.0,40.0,75.0,100.0,100.0,100.0,1.0,100.0,50.0,50.0,50.0,60.0,70.0,70.0,70.0,70.0,70.0,100.0,100.0,100.0,80.0,0.0,0.0,0.0,82.0,51.0
362,362,75024.0,7.5,49.0,19.0,4.0,3.0,5.0,2.25,7.0,1.0,63.0,5.0,4.666666667,6.0,,1.0,7.0,1.0,1.0,7.0,8.0,7.0,1.0,1.0,7.0,7.0,7.0,7.0,4.0,0.0,0.0,0.0,9.0,11.0,18.0,19.0,19.0,2.0,19.0,0.0,30.0,30.0,17.0,17.0,0.0,0.0,0.0,0.0,40.0,40.0,40.0,17.0,0.0,0.0,0.0,78.0,63.0
363,363,8755.0,,33.0,30.0,,,,,,,73.0,4.0,,6.0,,1.0,,,,,,,,5.5,5.0,5.0,5.0,5.0,3.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,73.0
364,364,12345.0,15,47.0,9.0,,,,,6.833333333,1.0,35.0,5.0,,12.0,,7.0,,,,,,,1.0,6.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,2.0,,67.0,72.0,87.0,84.0,92.0,85.0,90.0,88.0,90.0,88.0,92.0,98.0,100.0,96.0,98.0,92.0,95.0,35.0
365,365,6605.0,11.5,37.0,19.0,3.75,2.5,4.0,2.5,4.333333333,2.571428571,75.0,6.0,3.333333333,13.0,5.0,2.0,5.0,2.0,2.0,7.0,8.0,7.0,1.0,4.0,7.0,7.0,7.0,5.0,3.0,56.0,50.0,57.0,57.0,63.0,76.0,76.0,68.0,1.0,57.0,64.0,61.0,62.0,63.0,62.0,63.0,64.0,64.0,62.0,71.0,72.0,77.0,62.0,20.0,0.0,0.0,82.0,75.0
366,366,20902.0,10.5,36.0,22.0,3.25,2.0,1.75,2.75,4.333333333,2.0,69.0,5.0,8.666666667,12.0,5.0,1.0,7.0,1.0,1.0,7.0,8.0,6.0,1.0,2.0,5.0,4.0,4.0,4.0,3.0,50.0,50.0,65.0,72.0,71.0,74.0,75.0,47.0,1.0,6.0,29.0,20.0,20.0,17.0,19.0,20.0,23.0,24.0,18.0,40.0,43.0,50.0,68.0,13.0,22.0,0.0,92.0,69.0
367,367,91977.0,13,40.0,26.0,2.5,1.0,3.75,2.5,5.666666667,1.857142857,44.0,3.0,6.333333333,21.0,5.0,4.0,3.0,2.0,2.0,7.0,10.0,3.0,1.0,5.0,3.0,2.0,2.0,2.0,1.0,14.0,18.0,39.0,81.0,93.0,100.0,93.0,81.0,1.0,40.0,40.0,15.0,35.0,65.0,75.0,80.0,80.0,80.0,50.0,30.0,50.0,80.0,80.0,80.0,0.0,0.0,70.0,44.0
368,368,83864.0,7.5,38.0,22.0,4.25,1.75,2.5,1.0,4.0,1.428571429,58.0,3.0,4.666666667,,3.0,,7.0,1.0,1.0,4.0,2.0,5.0,1.0,5.0,2.0,2.0,2.0,1.0,1.0,81.0,80.0,81.0,81.0,81.0,68.0,60.0,34.0,1.0,1.0,46.0,42.0,32.0,22.0,21.0,20.0,21.0,21.0,49.0,72.0,78.0,74.0,51.0,26.0,0.0,0.0,68.0,58.0
369,369,33431.0,,43.0,13.0,,,,,,,52.0,5.0,,10.0,,1.0,,,,,,,,4.5,2.0,4.0,5.0,3.0,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,52.0
370,370,40215.0,8.5,22.0,37.0,3.75,2.75,3.0,4.25,5.0,1.857142857,68.0,2.0,1.666666667,18.0,5.0,1.0,7.0,1.0,1.0,3.0,4.0,6.0,1.0,6.0,4.0,4.0,4.0,4.0,5.0,51.0,51.0,51.0,62.0,74.0,85.0,85.0,85.0,1.0,85.0,35.0,61.0,46.0,64.0,13.0,11.0,,,15.0,81.0,67.0,67.0,82.0,20.0,20.0,20.0,75.0,68.0
371,371,2035.0,,,,,,,,,,75.0,7.0,,7.0,,1.0,,,,,,,,2.5,4.0,3.0,3.0,2.0,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,75.0
372,372,49781.0,9.5,42.0,18.0,3.0,3.0,4.5,1.75,,,67.0,6.0,6.0,9.0,5.0,3.0,7.0,2.0,1.0,6.0,3.0,4.0,1.0,2.0,3.0,3.0,3.0,4.0,5.0,9.0,19.0,30.0,50.0,60.0,67.0,68.0,51.0,2.0,36.0,,,,,,,,,,,,,,,,,,67.0
373,373,45102.0,14.5,45.0,11.0,4.0,1.25,4.5,2.5,7.0,1.0,60.0,6.0,,6.0,5.0,1.0,7.0,1.0,1.0,7.0,5.0,6.0,1.0,1.5,7.0,2.0,2.0,2.0,2.0,20.0,20.0,26.0,54.0,62.0,65.0,65.0,18.0,2.0,18.0,60.0,61.0,69.0,76.0,69.0,52.0,33.0,18.0,10.0,90.0,89.0,95.0,82.0,72.0,31.0,2.0,90.0,60.0
374,374,43021.0,10,35.0,18.0,3.25,1.75,3.0,3.0,3.0,1.0,54.0,5.0,7.333333333,6.0,2.0,3.0,7.0,1.0,1.0,7.0,8.0,5.0,1.0,3.5,4.0,4.0,4.0,4.0,2.0,80.0,80.0,80.0,85.0,85.0,80.0,80.0,40.0,2.0,20.0,70.0,60.0,60.0,50.0,50.0,40.0,40.0,40.0,40.0,85.0,85.0,85.0,70.0,70.0,50.0,50.0,88.0,54.0
375,375,65810.0,,,,,,,,,,69.0,5.0,,6.0,,5.0,,,,,,,,4.0,1.0,1.0,2.0,3.0,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,69.0
376,376,53717.0,6.5,30.0,24.0,3.0,4.75,3.25,1.5,1.333333333,1.142857143,72.0,5.0,6.333333333,9.0,5.0,1.0,7.0,4.0,2.0,6.0,5.0,2.0,1.0,1.0,4.0,4.0,4.0,4.0,6.0,50.0,50.0,50.0,70.0,85.0,50.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,51.0,48.0,0.0,0.0,0.0,0.0,80.0,72.0
377,377,29801.0,5.5,37.0,26.0,2.5,3.5,4.0,2.75,1.5,1.428571429,59.0,7.0,4.333333333,9.0,3.0,1.0,7.0,1.0,1.0,7.0,6.0,5.0,1.0,2.0,5.0,7.0,5.0,3.0,2.0,50.0,50.0,60.0,30.0,22.0,11.0,5.0,18.0,2.0,55.0,40.0,31.0,51.0,68.0,34.0,26.0,14.0,9.0,36.0,19.0,19.0,17.0,6.0,3.0,0.0,0.0,75.0,59.0
378,378,30022.0,,46.0,20.0,,,,,,,53.0,5.0,,,,,,,,,,,,3.5,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,53.0
379,379,89108.0,,,,3.25,3.25,2.5,2.0,,,40.0,3.0,1.0,11.0,1.0,1.0,4.0,1.0,1.0,5.0,9.0,7.0,,7.0,7.0,3.0,7.0,1.0,1.0,48.0,44.0,50.0,50.0,50.0,49.0,50.0,50.0,2.0,50.0,,,,,,,,,,,,,,,,,,40.0
380,380,15656.0,,,,,,,,,,27.0,6.0,,8.0,,1.0,,,,,,,,4.0,3.0,2.0,3.0,2.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,27.0
381,381,75080.0,11,35.0,37.0,4.0,2.0,3.5,3.75,6.0,2.714285714,54.0,5.0,4.333333333,6.0,,6.0,1.0,4.0,4.0,4.0,11.0,1.0,1.0,6.0,4.0,4.0,,2.0,4.0,50.0,50.0,50.0,20.0,7.0,6.0,7.0,100.0,1.0,100.0,10.0,50.0,45.0,30.0,20.0,0.0,0.0,0.0,100.0,91.0,50.0,45.0,40.0,35.0,23.0,0.0,80.0,54.0
382,382,73150.0,7.5,42.0,15.0,3.75,2.75,3.75,2.75,5.666666667,1.0,24.0,6.0,4.666666667,13.0,5.0,1.0,7.0,3.0,1.0,7.0,9.0,7.0,1.0,2.0,6.0,4.0,3.0,1.0,3.0,95.0,85.0,90.0,90.0,85.0,90.0,95.0,0.0,1.0,0.0,45.0,55.0,65.0,40.0,35.0,20.0,10.0,5.0,0.0,90.0,90.0,95.0,95.0,95.0,95.0,80.0,95.0,24.0
383,383,98291.0,,34.0,34.0,3.0,4.0,3.0,2.75,5.666666667,2.714285714,51.0,5.0,3.666666667,11.0,4.0,3.0,7.0,2.0,2.0,6.0,6.0,2.0,,4.0,,,,,,50.0,55.0,66.0,80.0,89.0,69.0,65.0,51.0,1.0,42.0,56.0,55.0,60.0,60.0,54.0,45.0,46.0,59.0,73.0,67.0,70.0,76.0,81.0,80.0,50.0,50.0,87.0,51.0
384,384,75126.0,,,,,,,,,,48.0,3.0,,,,,,,,,,,,5.0,3.0,3.0,3.0,3.0,3.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,48.0
385,385,48640.0,11,38.0,18.0,3.75,2.75,4.5,2.75,5.5,1.428571429,38.0,4.0,4.666666667,16.0,3.0,3.0,7.0,2.0,2.0,7.0,7.0,6.0,1.0,1.0,4.0,3.0,3.0,2.0,3.0,30.0,31.0,32.0,60.0,70.0,70.0,61.0,44.0,2.0,15.0,37.0,34.0,35.0,29.0,23.0,18.0,15.0,9.0,68.0,80.0,80.0,80.0,80.0,73.0,41.0,0.0,100.0,38.0
386,386,65536.0,9,27.0,10.0,3.75,2.25,4.5,1.75,5.833333333,1.857142857,72.0,5.0,3.666666667,9.0,1.0,2.0,3.0,3.0,3.0,3.0,6.0,2.0,1.0,5.0,3.0,3.0,3.0,3.0,3.0,49.0,42.0,43.0,44.0,43.0,69.0,70.0,53.0,1.0,51.0,58.0,61.0,62.0,61.0,61.0,31.0,14.0,4.0,2.0,74.0,72.0,70.0,70.0,69.0,20.0,11.0,85.0,72.0
387,387,48843.0,,36.0,22.0,4.75,3.5,5.0,4.0,6.5,1.0,63.0,4.0,6.0,9.0,5.0,1.0,7.0,5.0,5.0,7.0,14.0,3.0,,6.0,4.0,4.0,4.0,4.0,4.0,61.0,51.0,51.0,65.0,82.0,50.0,50.0,50.0,2.0,50.0,20.0,15.0,15.0,30.0,40.0,40.0,40.0,30.0,30.0,85.0,85.0,85.0,85.0,85.0,100.0,100.0,85.0,63.0
388,388,46808.0,,,,,,,,,,21.0,2.0,,11.0,,1.0,,,,,,,,4.0,7.0,6.0,6.0,4.0,4.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,21.0
389,389,32405.0,4,23.0,30.0,4.5,2.25,3.5,2.75,,,55.0,2.0,1.666666667,34.0,3.0,3.0,2.0,4.0,4.0,7.0,10.0,4.0,1.0,4.0,7.0,7.0,7.0,7.0,4.0,15.0,26.0,39.0,54.0,76.0,85.0,93.0,100.0,1.0,54.0,,,,,,,,,,,,,,,,,,55.0
390,390,23228.0,11.5,29.0,34.0,2.75,2.0,4.5,1.75,,,51.0,6.0,,20.0,5.0,2.0,7.0,1.0,2.0,6.0,10.0,4.0,1.0,1.5,4.0,5.0,3.0,2.0,1.0,16.0,34.0,50.0,68.0,90.0,85.0,73.0,8.0,2.0,4.0,,,,,,,,,,,,,,,,,,51.0
391,391,28677.0,10.5,40.0,21.0,4.25,3.0,3.25,3.0,2.833333333,2.0,59.0,6.0,5.0,11.0,5.0,2.0,3.0,4.0,3.0,5.0,7.0,2.0,1.0,7.0,3.0,3.0,3.0,2.0,2.0,40.0,41.0,29.0,69.0,70.0,95.0,95.0,95.0,1.0,100.0,60.0,65.0,61.0,65.0,65.0,65.0,,66.0,100.0,71.0,70.0,70.0,70.0,91.0,100.0,100.0,80.0,59.0
392,392,92656.0,,38.0,22.0,4.5,1.5,5.0,2.25,,,34.0,5.0,6.666666667,6.0,5.0,3.0,1.0,5.0,4.0,6.0,11.0,3.0,,4.5,4.0,4.0,3.0,2.0,2.0,60.0,60.0,65.0,100.0,100.0,100.0,100.0,50.0,2.0,50.0,,,,,,,,,,,,,,,,,,34.0
393,393,48314.0,10.5,49.0,17.0,2.0,2.0,2.0,1.25,4.333333333,1.857142857,56.0,6.0,7.666666667,6.0,5.0,3.0,7.0,1.0,1.0,7.0,3.0,7.0,1.0,2.0,1.0,5.0,6.0,4.0,5.0,20.0,20.0,20.0,44.0,66.0,51.0,38.0,7.0,2.0,1.0,42.0,64.0,61.0,53.0,51.0,24.0,14.0,0.0,0.0,60.0,80.0,73.0,9.0,2.0,0.0,0.0,80.0,56.0
394,394,30096.0,13.5,41.0,23.0,2.5,2.75,5.0,4.25,,,63.0,5.0,3.333333333,11.0,1.0,1.0,7.0,5.0,6.0,7.0,11.0,7.0,1.0,1.0,5.0,5.0,5.0,2.0,1.0,1.0,2.0,6.0,51.0,62.0,83.0,95.0,100.0,1.0,100.0,,,,,,,,,,,,,,,,,,63.0
395,395,94044.0,,,,,,,,,,39.0,5.0,,,,,,,,,,,,1.0,6.0,3.0,3.0,3.0,3.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,39.0
396,396,31206.0,,,,,,,,,,56.0,4.0,,17.0,,1.0,,,,,,,,6.0,7.0,7.0,7.0,2.0,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,56.0
397,397,44124.0,,,,,,,,,,64.0,7.0,,6.0,,1.0,,,,,,,,1.5,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,64.0
398,398,60466.0,,21.0,37.0,3.5,2.0,3.75,2.0,,,59.0,4.0,2.0,7.0,3.0,1.0,3.0,2.0,2.0,7.0,12.0,1.0,,2.0,3.0,3.0,3.0,5.0,5.0,87.0,90.0,91.0,88.0,92.0,81.0,80.0,10.0,2.0,5.0,,,,,,,,,,,,,,,,,,59.0
399,399,63049.0,,,,,,,,,,53.0,5.0,,,,,,,,,,,,4.5,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,53.0
400,400,80510.0,7,43.0,19.0,4.0,3.25,5.0,2.5,5.166666667,1.0,64.0,3.0,5.0,13.0,5.0,1.0,7.0,5.0,3.0,7.0,4.0,6.0,1.0,2.0,6.0,7.0,6.0,4.0,3.0,10.0,10.0,20.0,50.0,90.0,90.0,90.0,70.0,1.0,100.0,30.0,20.0,30.0,40.0,41.0,43.0,32.0,21.0,0.0,40.0,40.0,44.0,27.0,12.0,0.0,0.0,75.0,64.0
401,401,8094.0,9,,,4.75,1.0,2.0,1.25,,,65.0,2.0,,27.0,5.0,2.0,7.0,4.0,3.0,6.0,3.0,2.0,1.0,5.5,6.0,6.0,6.0,2.0,1.0,80.0,80.0,80.0,85.0,85.0,80.0,80.0,50.0,1.0,25.0,,,,,,,,,,,,,,,,,,65.0
402,402,75063.0,,,,,,,,,,60.0,4.0,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,60.0
403,403,10032.0,,,,,,,,,,35.0,5.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,35.0
404,404,3045.0,,,,3.75,1.25,2.5,2.5,,,59.0,5.0,,,5.0,,1.0,1.0,1.0,4.0,5.0,1.0,,6.0,,,,,,56.0,61.0,70.0,85.0,98.0,100.0,100.0,100.0,1.0,100.0,,,,,,,,,,,,,,,,,,59.0
405,405,28304.0,12.5,36.0,28.0,2.25,1.5,4.75,4.75,3.5,2.571428571,63.0,5.0,6.666666667,14.0,3.0,2.0,7.0,3.0,2.0,7.0,5.0,4.0,1.0,3.0,4.0,4.0,3.0,2.0,2.0,50.0,50.0,30.0,91.0,90.0,90.0,90.0,70.0,2.0,80.0,55.0,60.0,70.0,70.0,80.0,80.0,85.0,90.0,95.0,70.0,70.0,75.0,65.0,,0.0,0.0,90.0,63.0
406,406,75252.0,13,32.0,20.0,,,,,,,62.0,5.0,,6.0,,2.0,,,,,,,1.0,3.0,4.0,3.0,4.0,5.0,4.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,62.0
407,407,91768.0,12.5,16.0,26.0,2.75,2.0,4.75,3.5,7.0,1.0,61.0,3.0,2.0,13.0,5.0,1.0,7.0,2.0,1.0,7.0,8.0,6.0,1.0,1.0,6.0,6.0,6.0,4.0,1.0,11.0,11.0,10.0,39.0,60.0,79.0,79.0,79.0,1.0,80.0,78.0,68.0,69.0,69.0,71.0,71.0,70.0,71.0,72.0,51.0,82.0,82.0,17.0,0.0,0.0,0.0,68.0,61.0
408,408,33309.0,9,42.0,28.0,3.25,2.25,3.25,3.0,5.0,3.857142857,33.0,5.0,5.0,17.0,2.0,3.0,4.0,5.0,5.0,5.0,10.0,5.0,1.0,3.5,4.0,5.0,5.0,3.0,2.0,15.0,21.0,21.0,19.0,17.0,40.0,66.0,52.0,1.0,39.0,50.0,56.0,40.0,31.0,72.0,75.0,46.0,,59.0,57.0,57.0,74.0,88.0,93.0,82.0,52.0,85.0,33.0
409,409,78217.0,8,21.0,46.0,3.0,4.75,5.0,1.75,5.5,1.714285714,53.0,5.0,4.666666667,11.0,5.0,1.0,7.0,1.0,1.0,7.0,7.0,5.0,1.0,4.0,6.0,7.0,7.0,3.0,2.0,50.0,50.0,50.0,70.0,76.0,89.0,93.0,1.0,2.0,1.0,54.0,58.0,74.0,83.0,84.0,85.0,86.0,85.0,86.0,81.0,83.0,90.0,97.0,24.0,0.0,0.0,80.0,53.0
410,410,31008.0,6.5,,,,,,,5.0,2.571428571,57.0,3.0,,19.0,,1.0,,,,,,,1.0,4.5,4.0,4.0,5.0,3.0,2.0,,,,,,,,,2.0,,19.0,0.0,100.0,51.0,37.0,24.0,11.0,0.0,0.0,81.0,81.0,100.0,71.0,0.0,0.0,0.0,70.0,57.0
411,411,40324.0,,,,,,,,,,44.0,5.0,,6.0,,1.0,,,,,,,,7.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,44.0
412,412,73071.0,,,,,,,,,,60.0,4.0,,,,,,,,,,,,7.0,5.0,5.0,6.0,6.0,6.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,60.0
413,413,67217.0,,48.0,16.0,4.0,1.5,3.5,1.0,4.166666667,2.0,52.0,4.0,6.0,12.0,2.0,4.0,2.0,1.0,1.0,4.0,7.0,1.0,,7.0,2.0,2.0,2.0,2.0,2.0,100.0,100.0,100.0,90.0,80.0,63.0,55.0,47.0,1.0,40.0,48.0,66.0,57.0,51.0,43.0,35.0,29.0,21.0,0.0,91.0,88.0,81.0,73.0,63.0,53.0,47.0,75.0,52.0
414,414,34638.0,,49.0,7.0,5.0,3.75,4.75,1.0,,,60.0,7.0,5.666666667,7.0,5.0,1.0,7.0,1.0,1.0,7.0,6.0,7.0,,2.0,5.0,6.0,5.0,5.0,7.0,40.0,60.0,30.0,30.0,30.0,10.0,,5.0,2.0,3.0,,,,,,,,,,,,,,,,,,60.0
415,415,78645.0,10.5,40.0,28.0,4.0,2.75,4.25,1.5,5.833333333,1.0,71.0,5.0,1.333333333,6.0,4.0,2.0,7.0,1.0,1.0,7.0,4.0,5.0,1.0,2.0,4.0,3.0,3.0,3.0,3.0,45.0,45.0,60.0,71.0,80.0,72.0,45.0,32.0,2.0,2.0,67.0,65.0,80.0,80.0,80.0,86.0,86.0,86.0,86.0,80.0,80.0,80.0,80.0,70.0,0.0,0.0,107.0,71.0
416,416,78704.0,,42.0,15.0,,,,,,,62.0,3.0,,6.0,,1.0,,,,,,,,2.0,4.0,4.0,4.0,3.0,3.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,62.0
417,417,32309.0,6,43.0,23.0,,,,,5.333333333,2.714285714,33.0,5.0,,22.0,,2.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,1.0,,40.0,40.0,40.0,36.0,33.0,30.0,25.0,20.0,5.0,60.0,35.0,40.0,80.0,80.0,5.0,0.0,84.0,33.0
418,418,29630.0,,44.0,11.0,4.75,1.0,4.25,3.75,4.5,1.0,52.0,3.0,,6.0,5.0,1.0,7.0,1.0,1.0,7.0,8.0,1.0,,4.0,,,,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,95.0,50.0,100.0,52.0
419,419,47304.0,7.5,32.0,34.0,4.75,1.75,3.25,2.0,5.333333333,1.0,63.0,5.0,7.666666667,6.0,5.0,1.0,7.0,6.0,4.0,7.0,9.0,4.0,1.0,1.0,7.0,7.0,7.0,5.0,4.0,27.0,28.0,30.0,44.0,65.0,83.0,67.0,9.0,2.0,3.0,37.0,62.0,70.0,58.0,43.0,26.0,8.0,0.0,,62.0,63.0,59.0,41.0,24.0,13.0,100.0,85.0,63.0
420,420,27617.0,13.5,26.0,25.0,2.5,2.25,5.0,5.0,4.833333333,2.571428571,25.0,6.0,,16.0,5.0,1.0,7.0,3.0,3.0,5.0,14.0,1.0,1.0,4.0,5.0,7.0,4.0,2.0,1.0,27.0,48.0,55.0,86.0,100.0,100.0,100.0,87.0,2.0,93.0,45.0,65.0,69.0,77.0,86.0,89.0,58.0,55.0,57.0,83.0,77.0,85.0,85.0,96.0,43.0,0.0,85.0,25.0
421,421,57104.0,,,,4.0,2.0,4.0,3.5,,,38.0,5.0,5.0,12.0,5.0,1.0,7.0,4.0,1.0,5.0,10.0,5.0,,1.0,,,,,,50.0,50.0,51.0,52.0,52.0,52.0,52.0,53.0,1.0,52.0,,,,,,,,,,,,,,,,,,38.0
422,422,45065.0,13.5,38.0,18.0,3.5,2.0,4.5,2.75,6.0,2.142857143,68.0,3.0,5.0,6.0,5.0,1.0,7.0,4.0,4.0,7.0,8.0,3.0,1.0,5.0,5.0,5.0,1.0,1.0,1.0,75.0,80.0,81.0,85.0,90.0,92.0,80.0,90.0,2.0,50.0,85.0,85.0,80.0,69.0,75.0,75.0,75.0,90.0,95.0,85.0,94.0,92.0,83.0,11.0,0.0,1.0,85.0,68.0
423,423,85028.0,15,37.0,19.0,4.0,1.75,4.25,3.75,6.666666667,1.142857143,52.0,5.0,8.0,6.0,5.0,1.0,7.0,7.0,4.0,6.0,12.0,6.0,1.0,4.0,,,,,,92.0,93.0,92.0,97.0,97.0,97.0,93.0,88.0,1.0,89.0,45.0,80.0,76.0,86.0,91.0,91.0,94.0,95.0,95.0,95.0,95.0,96.0,98.0,98.0,50.0,50.0,80.0,52.0
424,424,66062.0,13.5,45.0,24.0,4.75,1.75,4.75,2.75,,,68.0,5.0,4.666666667,6.0,1.0,1.0,7.0,1.0,1.0,7.0,12.0,2.0,1.0,2.0,6.0,7.0,7.0,6.0,3.0,3.0,3.0,7.0,20.0,30.0,70.0,70.0,25.0,2.0,25.0,,,,,,,,,,,,,,,,,,68.0
425,425,85331.0,13,24.0,39.0,4.75,1.0,5.0,2.75,6.333333333,1.857142857,58.0,3.0,5.333333333,24.0,1.0,7.0,1.0,6.0,4.0,6.0,13.0,1.0,1.0,4.5,6.0,6.0,5.0,2.0,1.0,52.0,56.0,60.0,70.0,84.0,87.0,94.0,96.0,1.0,100.0,84.0,79.0,81.0,82.0,85.0,88.0,91.0,92.0,93.0,90.0,83.0,83.0,83.0,83.0,14.0,3.0,90.0,58.0
426,426,78108.0,,40.0,21.0,3.5,2.0,4.25,2.75,,,53.0,6.0,4.666666667,,,,6.0,5.0,5.0,7.0,7.0,1.0,,2.5,,,,,,4.0,7.0,10.0,22.0,40.0,50.0,50.0,0.0,2.0,1.0,,,,,,,,,,,,,,,,,,53.0
427,427,13039.0,,40.0,23.0,4.0,2.0,4.25,4.0,6.5,1.571428571,65.0,5.0,8.333333333,6.0,5.0,1.0,7.0,4.0,4.0,7.0,11.0,4.0,,2.5,7.0,7.0,7.0,4.0,4.0,52.0,,53.0,77.0,85.0,100.0,100.0,55.0,1.0,56.0,39.0,40.0,40.0,40.0,24.0,25.0,27.0,28.0,13.0,92.0,92.0,92.0,92.0,93.0,0.0,0.0,90.0,65.0
428,428,94587.0,9.5,36.0,30.0,3.25,2.75,3.5,2.5,5.666666667,5.428571429,32.0,3.0,2.333333333,,3.0,,3.0,5.0,5.0,6.0,13.0,3.0,1.0,4.5,5.0,4.0,5.0,6.0,5.0,35.0,38.0,40.0,52.0,67.0,76.0,76.0,83.0,1.0,91.0,38.0,55.0,54.0,53.0,63.0,65.0,70.0,55.0,54.0,52.0,35.0,57.0,46.0,58.0,67.0,73.0,89.0,32.0
429,429,55406.0,,46.0,18.0,4.0,2.25,3.75,2.25,3.0,2.142857143,57.0,7.0,5.333333333,20.0,5.0,1.0,7.0,1.0,1.0,7.0,5.0,7.0,,3.0,4.0,4.0,4.0,5.0,7.0,50.0,40.0,30.0,50.0,50.0,25.0,20.0,1.0,2.0,0.0,29.0,50.0,40.0,0.0,0.0,0.0,0.0,0.0,5.0,51.0,50.0,40.0,0.0,0.0,0.0,0.0,90.0,57.0
430,430,60612.0,8,,,3.0,3.0,3.0,2.75,4.333333333,3.285714286,45.0,2.0,,21.0,,3.0,,,,,,,1.0,3.5,4.0,3.0,3.0,5.0,4.0,,,,,,,,,1.0,,51.0,42.0,62.0,43.0,41.0,55.0,58.0,38.0,41.0,21.0,61.0,41.0,37.0,55.0,56.0,56.0,,45.0
431,431,72160.0,9,28.0,29.0,4.5,2.25,4.0,2.5,6.0,1.0,61.0,3.0,,6.0,5.0,1.0,2.0,4.0,2.0,7.0,5.0,7.0,1.0,4.0,3.0,3.0,3.0,3.0,3.0,71.0,72.0,75.0,82.0,83.0,83.0,82.0,84.0,2.0,,68.0,79.0,78.0,78.0,80.0,76.0,75.0,75.0,76.0,89.0,88.0,86.0,86.0,86.0,88.0,86.0,,61.0
432,432,30339.0,,,,,,,,,,42.0,5.0,,12.0,,1.0,,,,,,,,2.5,5.0,5.0,4.0,2.0,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,42.0
